volcano_number,volcano_name,eruption_number,vei,start_year,end_year,latitude,longitude,decade,country,region,subregion,elevation,tectonic_settings,volcano_type
343020,Santa Ana,19899,2.0,1734-01-01,,13.853,-89.63,1730.0,El Salvador,México and Central America,El Salvador and Honduras,2381.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14229,2.0,1734-01-01,1734.0,-21.244,55.708,1730.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
283110,Asamayama,17739,2.0,1733-01-01,,36.406,138.523,1730.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
233020,"Fournaise, Piton de la",14228,0.0,1733-01-01,,-21.244,55.708,1730.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
211020,Vesuvius,13342,3.0,1732-01-01,1737.0,40.821,14.426,1730.0,Italy,Mediterranean and Western Asia,Italy,1281.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13709,2.0,1732-01-01,1765.0,37.748,14.999,1730.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17738,2.0,1732-01-01,,36.406,138.523,1730.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
376010,Jan Mayen,12967,3.0,1732-01-01,1732.0,71.082,-8.155,1730.0,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),2197.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
342090,Fuego,10694,2.0,1732-01-01,,14.473,-90.88,1730.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283240,Iwatesan,18066,2.0,1732-01-01,1732.0,39.853,141.001,1730.0,Japan,"Japan, Taiwan, Marianas",Honshu,2038.0,Subduction zone / Continental crust (>25 km),Complex Volcano
283110,Asamayama,17737,2.0,1731-01-01,,36.406,138.523,1730.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
211050,Vulcano,13471,3.0,1731-01-01,1739.0,38.404,14.962,1730.0,Italy,Mediterranean and Western Asia,Italy,500.0,Subduction zone / Continental crust (>25 km),Stratovolcano
273070,Taal,16839,2.0,1731-01-01,,14.002,120.993,1730.0,Philippines,Philippines and SE Asia,Luzon,311.0,Subduction zone / Continental crust (>25 km),Caldera
383060,Lanzarote,13126,3.0,1730-01-01,1736.0,29.03,-13.63,1730.0,Spain,Atlantic Ocean,Canary Islands,670.0,Intraplate / Intermediate crust (15-25 km),Other
342090,Fuego,10693,2.0,1730-01-01,,14.473,-90.88,1730.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,12109,2.0,1730-01-01,,-39.42,-71.93,1730.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332020,Mauna Loa,10186,0.0,1730-01-01,,19.475,-155.608,1730.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,4170.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
263220,Sumbing,15805,1.0,1730-01-01,,-7.384,110.07,1730.0,Indonesia,Indonesia,Java,3371.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263340,Raung,16108,3.0,1730-01-01,,-8.119,114.056,1730.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17736,2.0,1729-01-01,1729.0,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
373050,Kverkfjoll,12901,1.0,1729-01-01,,64.653,-16.647,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1930.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
373080,Krafla,12946,2.0,1729-01-01,1729.0,65.715,-16.728,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),800.0,Rift zone / Oceanic crust (< 15 km),Caldera
373050,Kverkfjoll,12900,1.0,1729-01-01,,64.653,-16.647,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1930.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17735,2.0,1729-01-01,,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
273070,Taal,16838,2.0,1729-01-01,,14.002,120.993,1720.0,Philippines,Philippines and SE Asia,Luzon,311.0,Subduction zone / Continental crust (>25 km),Caldera
373030,Bardarbunga,12875,1.0,1729-01-01,,64.633,-17.516,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
373080,Krafla,12945,2.0,1728-01-01,,65.715,-16.728,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),800.0,Rift zone / Oceanic crust (< 15 km),Caldera
283110,Asamayama,17734,2.0,1728-01-01,,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
352090,Sangay,11647,3.0,1728-01-01,1916.0,-2.005,-78.341,1720.0,Ecuador,South America,Ecuador,5286.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373080,Krafla,12944,2.0,1728-01-01,,65.715,-16.728,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),800.0,Rift zone / Oceanic crust (< 15 km),Caldera
352030,Antisana,11505,0.0,1728-01-01,,-0.481,-78.141,1720.0,Ecuador,South America,Ecuador,5753.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13701,2.0,1727-01-01,1728.0,37.748,14.999,1720.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373080,Krafla,12943,2.0,1727-01-01,,65.715,-16.728,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),800.0,Rift zone / Oceanic crust (< 15 km),Caldera
374010,Oraefajokull,12959,4.0,1727-01-01,1728.0,64.05,-16.633,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),2010.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
211050,Vulcano,13470,3.0,1727-01-01,,38.404,14.962,1720.0,Italy,Mediterranean and Western Asia,Italy,500.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300260,Klyuchevskoy,19398,2.0,1727-01-01,1731.0,56.056,160.642,1720.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345060,Irazu,11202,2.0,1726-01-01,,9.979,-83.852,1720.0,Costa Rica,México and Central America,Costa Rica,3432.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373030,Bardarbunga,12874,1.0,1726-01-01,1726.0,64.633,-17.516,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
283210,Kurikomayama,17997,1.0,1726-01-01,,38.961,140.788,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,1627.0,Subduction zone / Continental crust (>25 km),Stratovolcano
372070,Hekla,12744,1.0,1725-01-01,,63.983,-19.666,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (southern),1490.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
373010,Grimsvotn,12804,2.0,1725-01-01,,64.416,-17.316,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1719.0,Rift zone / Oceanic crust (< 15 km),Caldera
211020,Vesuvius,13341,3.0,1724-01-01,1730.0,40.821,14.426,1720.0,Italy,Mediterranean and Western Asia,Italy,1281.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373080,Krafla,12941,2.0,1724-01-01,1724.0,65.715,-16.728,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),800.0,Rift zone / Oceanic crust (< 15 km),Caldera
211060,Etna,13700,2.0,1723-01-01,1724.0,37.748,14.999,1720.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17733,2.0,1723-01-01,,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
345060,Irazu,11201,3.0,1723-01-01,1724.0,9.979,-83.852,1720.0,Costa Rica,México and Central America,Costa Rica,3432.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345070,Turrialba,11240,1.0,1723-01-01,,10.025,-83.767,1720.0,Costa Rica,México and Central America,Costa Rica,3340.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17732,2.0,1722-01-01,1723.0,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
343020,Santa Ana,19898,2.0,1722-01-01,,13.853,-89.63,1720.0,El Salvador,México and Central America,El Salvador and Honduras,2381.0,Subduction zone / Continental crust (>25 km),Stratovolcano
265090,Banda Api,16404,2.0,1722-01-01,,-4.523,129.881,1720.0,Indonesia,Indonesia,Banda Sea,596.0,Subduction zone / Oceanic crust (< 15 km),Caldera
283110,Asamayama,17731,1.0,1721-01-01,,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
233020,"Fournaise, Piton de la",14227,2.0,1721-01-01,,-21.244,55.708,1720.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
372030,Katla,12673,5.0,1721-01-01,1721.0,63.633,-19.083,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (southern),1490.0,Rift zone / Oceanic crust (< 15 km),Other
357120,Villarrica,21014,2.0,1721-01-01,,-39.42,-71.93,1720.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
382020,Pico,12989,2.0,1720-01-01,1720.0,38.47,-28.4,1720.0,Portugal,Atlantic Ocean,Azores,2351.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17730,2.0,1720-01-01,,36.406,138.523,1720.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
305030,Wudalianchi,19635,3.0,1720-01-01,1721.0,48.72,126.12,1720.0,China,Kamchatka and Mainland Asia,China (eastern),597.0,Intraplate / Continental crust (>25 km),Other
300260,Klyuchevskoy,19397,2.0,1720-01-01,1721.0,56.056,160.642,1720.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
341090,Popocatepetl,10536,1.0,1720-01-01,,19.023,-98.622,1720.0,Mexico,México and Central America,Mexico,5393.0,Subduction zone / Continental crust (>25 km),Stratovolcano
242030,Raoul Island,14695,4.0,1720-01-01,,-29.27,-177.92,1720.0,New Zealand,New Zealand to Fiji,Kermadec Islands,516.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
373030,Bardarbunga,12873,2.0,1720-01-01,,64.633,-17.516,1720.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
351012,"Bravo, Cerro",11265,4.0,1720-01-01,,5.091,-75.293,1720.0,Colombia,South America,Colombia,3985.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17136,2.0,1719-01-01,,31.934,130.862,1710.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
358010,Osorno,12229,2.0,1719-01-01,,-41.105,-72.496,1710.0,Chile,South America,Southern Chile and Argentina,2659.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17728,2.0,1718-01-01,,36.406,138.523,1710.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
360150,Soufriere St. Vincent,12448,3.0,1718-01-01,1718.0,13.33,-61.18,1710.0,Saint Vincent and the Grenadines,West Indies,West Indies,1220.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
382020,Pico,12988,2.0,1718-01-01,1718.0,38.47,-28.4,1710.0,Portugal,Atlantic Ocean,Azores,2351.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17727,2.0,1717-01-01,,36.406,138.523,1710.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
282090,Kirishimayama,17135,3.0,1717-01-01,,31.934,130.862,1710.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
342090,Fuego,10692,4.0,1717-01-01,1717.0,14.473,-90.88,1710.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373030,Bardarbunga,12872,3.0,1717-01-01,1717.0,64.633,-17.516,1710.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
282090,Kirishimayama,17134,3.0,1716-01-01,1717.0,31.934,130.862,1710.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
373010,Grimsvotn,12803,2.0,1716-01-01,,64.416,-17.316,1710.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1719.0,Rift zone / Oceanic crust (< 15 km),Caldera
373030,Bardarbunga,12871,2.0,1716-01-01,,64.633,-17.516,1710.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
273070,Taal,16837,4.0,1716-01-01,1716.0,14.002,120.993,1710.0,Philippines,Philippines and SE Asia,Luzon,311.0,Subduction zone / Continental crust (>25 km),Caldera
263280,Kelut,15935,2.0,1716-01-01,,-7.93,112.308,1710.0,Indonesia,Indonesia,Java,1731.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17133,3.0,1716-01-01,,31.934,130.862,1710.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
357120,Villarrica,12108,1.0,1716-01-01,,-39.42,-71.93,1710.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
273070,Taal,16836,2.0,1715-01-01,,14.002,120.993,1710.0,Philippines,Philippines and SE Asia,Luzon,311.0,Subduction zone / Continental crust (>25 km),Caldera
264050,Sangeang Api,16236,2.0,1715-01-01,,-8.2,119.07,1710.0,Indonesia,Indonesia,Lesser Sunda Islands,1912.0,Subduction zone / Continental crust (>25 km),Complex Volcano
357120,Villarrica,21015,2.0,1715-01-01,,-39.42,-71.93,1710.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17726,2.0,1713-01-01,,36.406,138.523,1710.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
290300,Kharimkotan,18838,3.0,1713-01-01,,49.12,154.508,1710.0,Russia,Kuril Islands,Kuril Islands,1145.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
382080,Sete Cidades,13019,2.0,1713-01-01,,37.87,-25.78,1710.0,Portugal,Atlantic Ocean,Azores,856.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
290150,Chirpoi,18778,4.0,1712-01-01,,46.532,150.871,1710.0,Russia,Kuril Islands,Kuril Islands,742.0,Subduction zone / Oceanic crust (< 15 km),Caldera
383010,La Palma,13056,2.0,1712-01-01,1712.0,28.57,-17.83,1710.0,Spain,Atlantic Ocean,Canary Islands,2426.0,Intraplate / Oceanic crust (< 15 km),Stratovolcano
265090,Banda Api,16403,2.0,1712-01-01,1712.0,-4.523,129.881,1710.0,Indonesia,Indonesia,Banda Sea,596.0,Subduction zone / Oceanic crust (< 15 km),Caldera
284040,Miyakejima,18264,3.0,1712-01-01,1714.0,34.094,139.526,1710.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",775.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
373030,Bardarbunga,12870,2.0,1712-01-01,,64.633,-17.516,1710.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17725,2.0,1711-01-01,,36.406,138.523,1710.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
283180,Azumayama,17925,1.0,1711-01-01,,37.735,140.244,1710.0,Japan,"Japan, Taiwan, Marianas",Honshu,1949.0,Subduction zone / Continental crust (>25 km),Stratovolcano
341040,Colima,10421,3.0,1711-01-01,,19.514,-103.62,1710.0,Mexico,México and Central America,Mexico,3850.0,Subduction zone / Continental crust (>25 km),Stratovolcano
342090,Fuego,10689,2.0,1710-01-01,,14.473,-90.88,1710.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17724,2.0,1710-01-01,1710.0,36.406,138.523,1710.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
283270,Iwakisan,18113,2.0,1709-01-01,,40.656,140.303,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,1625.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282110,Asosan,17263,2.0,1709-01-01,,32.884,131.104,1700.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
273070,Taal,16835,2.0,1709-01-01,,14.002,120.993,1700.0,Philippines,Philippines and SE Asia,Luzon,311.0,Subduction zone / Continental crust (>25 km),Caldera
233020,"Fournaise, Piton de la",14226,2.0,1709-01-01,,-21.244,55.708,1700.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
357120,Villarrica,21016,2.0,1709-01-01,,-39.42,-71.93,1700.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17723,2.0,1708-01-01,1709.0,36.406,138.523,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
282110,Asosan,17262,2.0,1708-01-01,,32.884,131.104,1700.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
211020,Vesuvius,13340,3.0,1708-01-01,1723.0,40.821,14.426,1700.0,Italy,Mediterranean and Western Asia,Italy,1281.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14225,0.0,1708-01-01,1708.0,-21.244,55.708,1700.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
357120,Villarrica,21017,2.0,1708-01-01,,-39.42,-71.93,1700.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283030,Fujisan,17452,5.0,1707-01-01,1708.0,35.361,138.728,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,3776.0,Subduction zone / Continental crust (>25 km),Stratovolcano
212040,Santorini,13886,3.0,1707-01-01,1711.0,36.404,25.396,1700.0,Greece,Mediterranean and Western Asia,Greece,367.0,Subduction zone / Continental crust (>25 km),Shield Volcano
273070,Taal,16834,2.0,1707-01-01,,14.002,120.993,1700.0,Philippines,Philippines and SE Asia,Luzon,311.0,Subduction zone / Continental crust (>25 km),Caldera
284050,Hachijojima,18301,2.0,1707-01-01,,33.137,139.766,1700.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",854.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
285040,Shikotsu,18611,2.0,1707-01-01,,42.688,141.38,1700.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,1320.0,Subduction zone / Continental crust (>25 km),Caldera
373030,Bardarbunga,12869,2.0,1707-01-01,,64.633,-17.516,1700.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17722,2.0,1706-01-01,,36.406,138.523,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
373010,Grimsvotn,12802,2.0,1706-01-01,,64.416,-17.316,1700.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1719.0,Rift zone / Oceanic crust (< 15 km),Caldera
342090,Fuego,10687,2.0,1706-01-01,,14.473,-90.88,1700.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
383030,Tenerife,13110,2.0,1706-01-01,1706.0,28.271,-16.641,1700.0,Spain,Atlantic Ocean,Canary Islands,3715.0,Intraplate / Oceanic crust (< 15 km),Stratovolcano
282090,Kirishimayama,17132,2.0,1706-01-01,,31.934,130.862,1700.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
282080,Aira,17056,2.0,1706-01-01,,31.593,130.657,1700.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1117.0,Subduction zone / Continental crust (>25 km),Caldera
373030,Bardarbunga,12868,2.0,1706-01-01,,64.633,-17.516,1700.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
342090,Fuego,10686,2.0,1705-01-01,1705.0,14.473,-90.88,1700.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,21018,2.0,1705-01-01,,-39.42,-71.93,1700.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
383030,Tenerife,13109,2.0,1704-01-01,1705.0,28.271,-16.641,1700.0,Spain,Atlantic Ocean,Canary Islands,3715.0,Intraplate / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17721,2.0,1704-01-01,1704.0,36.406,138.523,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
283110,Asamayama,17720,2.0,1703-01-01,,36.406,138.523,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
233020,"Fournaise, Piton de la",14224,0.0,1703-01-01,1705.0,-21.244,55.708,1700.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
342090,Fuego,10685,2.0,1702-01-01,,14.473,-90.88,1700.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13699,1.0,1702-01-01,1702.0,37.748,14.999,1700.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373030,Bardarbunga,12867,2.0,1702-01-01,,64.633,-17.516,1700.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
211020,Vesuvius,13339,3.0,1701-01-01,1707.0,40.821,14.426,1700.0,Italy,Mediterranean and Western Asia,Italy,1281.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211070,Campi Flegrei del Mar di Sicilia,13866,2.0,1701-01-01,,37.1,12.7,1700.0,Italy,Mediterranean and Western Asia,Italy,-8.0,Rift zone / Continental crust (>25 km),Submarine Volcano
222051,Emuruangogolak,13981,0.0,1700-01-01,,1.5,36.33,1700.0,Kenya,Africa and Red Sea,Africa (eastern),1285.0,Rift zone / Continental crust (>25 km),Shield Volcano
300270,Sheveluch,19566,3.0,1700-01-01,,56.653,161.36,1700.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,3283.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332010,Kilauea,10057,0.0,1700-01-01,,19.421,-155.287,1700.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,1222.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
321020,Glacier Peak,20474,2.0,1700-01-01,,48.112,-121.113,1700.0,United States,Canada and Western USA,USA (Washington),3213.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283030,Fujisan,17451,2.0,1700-01-01,,35.361,138.728,1700.0,Japan,"Japan, Taiwan, Marianas",Honshu,3776.0,Subduction zone / Continental crust (>25 km),Stratovolcano
342110,Pacaya,10752,2.0,1699-01-01,,14.382,-90.601,1690.0,Guatemala,México and Central America,Guatemala,2569.0,Subduction zone / Continental crust (>25 km),Complex Volcano
342090,Fuego,10684,2.0,1699-01-01,,14.473,-90.88,1690.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300240,Tolbachik,19291,2.0,1699-01-01,,55.832,160.326,1690.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,3611.0,Subduction zone / Continental crust (>25 km),Shield Volcano
263170,Cereme,15724,3.0,1698-01-01,,-6.895,108.408,1690.0,Indonesia,Indonesia,Java,3039.0,Subduction zone / Continental crust (>25 km),Stratovolcano
352050,Cotopaxi,11541,3.0,1698-01-01,,-0.677,-78.436,1690.0,Ecuador,South America,Ecuador,5911.0,Subduction zone / Continental crust (>25 km),Stratovolcano
341090,Popocatepetl,10535,1.0,1697-01-01,,19.023,-98.622,1690.0,Mexico,México and Central America,Mexico,5393.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211020,Vesuvius,13338,3.0,1697-01-01,1698.0,40.821,14.426,1690.0,Italy,Mediterranean and Western Asia,Italy,1281.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300260,Klyuchevskoy,19396,3.0,1697-01-01,1698.0,56.056,160.642,1690.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373030,Bardarbunga,12866,2.0,1697-01-01,,64.633,-17.516,1690.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
211020,Vesuvius,13337,2.0,1696-01-01,1696.0,40.821,14.426,1690.0,Italy,Mediterranean and Western Asia,Italy,1281.0,Subduction zone / Continental crust (>25 km),Stratovolcano
360060,Soufriere Guadeloupe,12362,1.0,1696-01-01,,16.044,-61.664,1690.0,France,West Indies,West Indies,1467.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17719,2.0,1695-01-01,,36.406,138.523,1690.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
358030,Huequi,22115,2.0,1695-01-01,,-42.377,-72.578,1690.0,Chile,South America,Southern Chile and Argentina,1318.0,Subduction zone / Continental crust (>25 km),Other
285020,Hokkaido-Komagatake,18563,4.0,1694-01-01,1694.0,42.063,140.677,1690.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,1131.0,Subduction zone / Continental crust (>25 km),Stratovolcano
